X,Y,Z,Class
-2.1532692805177787,-1.9100921970147882,-2.0892004499226653,Negative
3.354634176163451,-1.8031991302651869,-2.8497887819604983,Negative
-2.7735278065557267,4.644997337348302,2.4123745240813763,Positive
2.8906077055746593,-1.1884941088777916,-1.7233884798999086,Negative
-3.4166826996326605,4.789794677243215,3.157648952543675,Positive
-2.8301345156910553,-2.0236622860584044,0.5050977944618547,Negative
3.2453290218754614,-2.432022938986189,-1.9587366936215864,Negative
-3.7173296158077673,3.5102806361570016,3.413532184163773,Positive
-4.574160513280554,3.0386129911676676,0.12809365983464027,Positive
-0.06503762574020389,1.9456233084666095,1.8073090250767123,Positive
-1.6702409898579362,2.160745673873259,3.990518327167969,Positive
0.862046760670526,2.1103410260573274,1.2728093672498941,Positive
1.710260051718679,1.928942276464296,4.966031409983912,Positive
2.114547757001773,-2.2987513044420225,0.14618684771737467,Negative
0.6548496153101304,4.857059265601121,0.5579147780144544,Positive
4.955774062620735,-3.4580754563719447,-1.068675956223383,Negative
1.0926954135863207,3.360555687186044,4.20438780083504,Positive
-3.589860511290286,-1.2021157581229636,-4.376877069002727,Negative
3.4449325758278633,-1.3022588282352348,-3.172847100935221,Negative
-0.6856176055008012,1.4190607385373903,3.167127738711491,Positive
-4.5585877004381725,-1.9129260345347658,-1.5615913027730843,Negative
-2.331219175450726,-1.7354922270768176,-3.869145819187969,Negative
3.1227240745808658,2.1261883300179036,0.9404998257598431,Positive
4.027699418897852,3.6880509414023304,2.884155570955703,Positive
-2.8510474807709416,4.255178074946066,0.09309608816535797,Positive
-4.283733402825645,3.5396144106367395,3.5054946417464112,Positive
-2.0847815286259497,-3.7925092339487603,-3.354084267417756,Negative
2.7797063707576672,-1.6208050186775016,-2.6844047058569953,Negative
4.297817415948323,-4.802439993231676,-3.5320763746210093,Negative
0.5053447761054404,3.801182872543248,4.854228318646918,Positive
0.35746948663373246,3.6355243688918075,-0.5862449065541122,Positive
-1.1300219067821047,1.1910663064868334,4.807438028318403,Positive
-0.6080062551407543,1.9993310531821238,-0.7571353205908669,Positive
3.310568911316551,2.0238903256152225,2.9018494899350085,Positive
-2.5546533622375565,2.463787145316286,-0.6633958404303137,Positive
-2.2605932919982976,-2.308467026221436,-3.360482303393832,Negative
0.23541694744988284,3.473087365445358,3.1160810954171483,Positive
1.9429631538516148,3.0046816725263295,2.044580494943773,Positive
-4.472443717302594,-2.422561811768791,-4.478640591130192,Negative
4.393400086951916,1.548345403313283,0.9514416498528921,Positive
-1.2493700707717101,1.2130432256613641,3.6460418462927597,Positive
2.9141417059455508,2.5388163172309346,2.0432359208671205,Positive
-3.4544321499781505,-1.9121444277305404,0.32160030542529405,Negative
2.419012422991665,-2.591080002594036,-1.6668182912207787,Negative
-1.2153718490586893,-2.337498369079695,0.4131814357168553,Negative
-2.6458369099571675,-3.8179033363228907,-3.67838228292134,Negative
3.300891100338095,4.257186999165637,1.727181664569335,Positive
3.6582261775585696,-4.4797349455804225,-0.29969794363077096,Negative
3.8767040121199052,-2.521680055385311,-1.757019918088882,Negative
-3.35469716998249,1.7957973600881192,0.45690176245527114,Positive
-1.7926116251673818,3.180347880737446,-0.011001210392877603,Positive
1.8297013663822037,2.4276052856757673,2.6894791136717355,Positive
-1.6071691854917027,-2.6438575686161006,-0.33769822821298057,Negative
-2.7639113225011536,-1.277267625203832,-2.413948133351012,Negative
-3.0899224456705077,-1.475905848270961,-4.023960260892132,Negative
-2.7524462269849517,-4.899500562877156,0.7114347320881151,Negative
-0.40163970158636353,4.6634809480235155,-0.6764521525308869,Positive
0.018615043362604666,-1.7091989714807134,0.924198353051187,Negative
-3.6836030004070794,2.939222632469777,3.1778894133976445,Positive
-4.457332168613078,4.803579225463626,2.1421201826161567,Positive
-4.949779669380296,2.4954529872670603,3.085096493598474,Positive
3.4775335967579704,-4.9367988660943904,-2.3610231487542417,Negative
-1.961131594486929,-4.014621142058045,-4.4250384420507345,Negative
3.487372333137527,4.495335384611098,2.3026732533138796,Positive
2.169814906282271,-3.8782640112057374,-2.319285729658949,Negative
-1.8799994896587338,3.3302240787983215,3.8673799676498586,Positive
-0.9267621241651494,-1.8376620566352608,0.8124014959948305,Negative
-0.013329476034352084,-2.527903166249721,0.6263206652576399,Negative
-0.4644677725941584,3.410751180421037,0.5053472961355341,Positive
0.7811232251174838,-1.6376193023148824,0.7527977423821488,Negative
4.660677398136022,-1.9259808062995267,-0.7914277114834096,Negative
-1.004865369468134,-1.4016563628532417,0.9287064153587252,Negative
-4.2355930169218405,-3.1011212779766506,-1.336786724976096,Negative
4.54568189340651,3.28151362665305,2.7537936425848724,Positive
4.853280450931598,4.901847300978386,4.730159784494834,Positive
4.4930523415064485,1.0385207782488606,0.4165481068763124,Positive
4.618748508236353,-1.8285969746548396,0.705260713449726,Negative
-4.934610781643452,-2.6950959897642957,-4.74785757295543,Negative
2.3254345769941107,3.0510779989203973,3.4665748218022685,Positive
2.9651182419659614,1.7257469251472206,-0.07330880110850213,Positive
3.7744550645825736,-3.6654288495144263,-2.2591666379918065,Negative
2.639507636999138,-2.8660878192778405,0.011623283840553,Negative
-4.287290216158289,-1.9675834164122499,-4.7432666676621285,Negative
1.3371221239038054,-1.4950065978090432,-0.24651158583996047,Negative
0.28229341240927486,-4.749163136818076,-2.0817278428950785,Negative
4.416130974688887,-4.266998417111916,0.14390677027701315,Negative
2.932639549224307,4.0975021709894595,-0.80116622422886,Positive
-3.4122436805253686,-3.3648564151575657,-3.9170490381469225,Negative
-0.3405951098828597,4.401747625020475,-0.2920054500080942,Positive
-2.1773168526441014,-1.3730194913985407,-2.507550244678645,Negative
4.406421483242852,-3.610658358597263,-4.665814345392491,Negative
-3.77462057550936,4.993428145890304,1.8118926890950409,Positive
-1.5399318706953116,-3.26835165802089,0.01807925690071155,Negative
-3.5723560275781665,-2.417729360478836,-1.473631080663118,Negative
4.028912681579811,3.817586905065336,3.3610982336584625,Positive
-0.3919221129032868,-1.9563997632740153,-1.2725639010857162,Negative
2.5325175529881063,-2.11759232867069,-2.6239717796407445,Negative
3.5133867474031995,-1.5045599881535212,-3.230684064757254,Negative
-3.814731604498035,-3.3046834235150166,0.6357582139786908,Negative
-0.212113369458935,4.1512172319476806,-0.7314808786149023,Positive
4.472963240619507,-4.065895200286025,0.5674794796582789,Negative
-0.35677077286386627,-3.950109717378253,-2.8666779412005448,Negative
1.7263238333071467,-4.216674149579448,-4.969696512949686,Negative
0.422215157302281,-2.2261468413973513,0.7058665028968196,Negative
-3.0454630831953446,-3.350350293855034,-0.8575447022639322,Negative
-3.4380970149366563,4.790258315939874,2.6447530133746966,Positive
0.7319672185317261,-1.361799550090585,-2.859431062406153,Negative
-1.3969256045223508,2.328653212117647,3.1361281663182865,Positive
3.01001027743213,3.219958947685397,0.3180075481144762,Positive
-4.868694814347468,-4.453193884488906,-0.6006400488931085,Negative
-3.5073711217153027,1.2020312468756695,-0.9989943782905428,Positive
0.6589242810000906,2.5834833943629003,0.5079084135385237,Positive
4.618607093192587,2.7712198543683915,0.383490204159594,Positive
3.107785738751314,-4.361401693263791,-4.8905547459596495,Negative
-3.7578525110975347,4.696228497505264,1.2379237772135605,Positive
2.0777855764069226,-4.969356493151679,0.014728175963529822,Negative
1.755040177551165,-1.351996043036313,-3.9855697140345216,Negative
-4.772462520442326,4.324615004172732,-0.43134391083348866,Positive
0.27443037394031844,-2.970249355905329,0.8257465803070145,Negative
-4.765062313130393,-3.366640532116172,-3.950371135722067,Negative
-0.109322208212431,4.775679385251569,1.383160861173471,Positive
-3.076738544639138,-2.704633438584241,-1.390466571594155,Negative
3.5566056752410162,3.9653574236399045,1.6485219162162639,Positive
2.976000925807556,2.735839668724222,2.7457303184982638,Positive
-2.6629331976958346,-1.8564480855001069,-4.51863756953278,Negative
-3.702314600209297,-1.9445180657345404,-4.077818117951084,Negative
3.7083073475136423,-3.231930858176165,-1.7799138273547368,Negative
3.8813668315655203,-3.80963938352442,0.27282044982117704,Negative
-1.9088265458547182,-2.5897723233938272,-4.226778735357685,Negative
4.626105988633606,2.6353086191445896,1.1698408477344282,Positive
2.4089272892144464,3.23584733366965,4.944139149708838,Positive
2.8943044106100366,-1.5658962245795656,-4.318769403256212,Negative
1.2509065502748395,-1.3387501656161365,-3.8095254717457285,Negative
4.060888638859089,1.6978459554825713,3.674276319258092,Positive
1.9049017558301244,-4.266314567442425,-4.1932717566762125,Negative
4.291019814375348,-4.326083644425191,-3.811865266703247,Negative
1.5762422025129137,3.3640354233255425,3.011094726854452,Positive
-0.44196689663472544,3.443530893207393,0.7594814801659191,Positive
-3.261086158951371,-3.463428058937177,0.6813620773509088,Negative
0.9332298390206404,-3.9356976582172787,-4.0278784523637965,Negative
-0.6208196867049072,4.884182489409813,2.8318844966368832,Positive
3.0525810007014336,4.213115042835018,1.1975911645901016,Positive
4.478141933356438,-4.356508820371513,-1.6690506702738421,Negative
3.5354427096345944,-2.621150698004191,-2.583149909583608,Negative
-0.6251696665273183,4.918956250891964,-0.4760306946955597,Positive
4.985108854040771,-2.4503270436631928,-4.038880778996502,Negative
-3.207003334482128,-2.312375300390417,-1.0898229564587893,Negative
1.186515666494862,-3.778829785535263,-3.838872537365436,Negative
2.0404543237817645,-1.1724788213118953,-3.729148130850226,Negative
-2.768011509224817,3.1337832961567442,2.8660970290639174,Positive
4.895883689178358,-2.8161583290390944,-3.516940705334908,Negative
-2.989413130324581,4.6085185381279725,3.8855998476306794,Positive
-4.137114493242594,2.9064697129639443,-0.3697902594413831,Positive
0.6534588405050155,2.405379364278903,3.7528024989643427,Positive
-1.9076796411264674,-2.4686751646706266,-0.48808831153073484,Negative
-0.07594499853461478,-2.867893314776058,-2.382464365633581,Negative
3.1951323139859937,4.693803453447314,-0.5657143444741504,Positive
3.25631877834811,1.6979392527133563,3.9206496237890374,Positive
3.2070226041479017,-1.6935742209591376,-0.22452205758667,Negative
-4.541669076130765,-2.6799011641221915,-0.44271913043705524,Negative
3.9239481779212184,-2.5039413157540773,-0.45750963341796513,Negative
-1.9800908532643735,-2.2721559140235428,-3.7847312014716605,Negative
2.3726846945437767,-1.8516408626536918,-3.654373335421327,Negative
-4.191667506347557,-2.7475168761146245,0.3302172886459944,Negative
-1.1256021019414586,1.113967839514153,1.5923780574667568,Positive
4.426378452014436,4.792446942700376,1.194333353316369,Positive
-3.632488438906516,1.4914713756167743,-0.9876894004432344,Positive
2.389639247950912,4.673745430856485,2.4494395284181207,Positive
1.9053991588298995,4.723936010891567,1.479134274282658,Positive
-0.4554717951217935,1.3852852143304335,1.5498870451134472,Positive
3.8123636600385264,4.381456546752629,2.788589137482008,Positive
3.046229837056911,1.1350808582169787,4.236353280150902,Positive
2.1047320462391745,-3.5610027172498255,-0.9468485595746703,Negative
3.877558766535847,1.846558840661578,0.301185181155607,Positive
-1.6699592977546809,2.633415531348781,2.382928270162792,Positive
-0.3169753247955862,2.157897294941592,2.3932777951339914,Positive
3.611842799309372,-4.339041398877849,-2.6071857496778534,Negative
0.21204963016301281,2.5940783835766386,1.3608170265388786,Positive
4.156714706215492,1.5991383755302144,0.2268552538020432,Positive
-1.0613710765953122,4.853789032945773,-0.9977269407954508,Positive
2.0044795166862635,1.5928567004023377,-0.2840667700575792,Positive
-0.4449896950433523,2.843677672905647,3.2601082822684955,Positive
-1.7489138826722828,2.6717962620096634,1.3656308236681811,Positive
2.427887800948591,4.438405832122347,3.5625895377029675,Positive
-0.6149763012375873,-4.20247262197293,-4.7172496412677365,Negative
3.8598993409324116,4.266590735881797,-0.10567561194549668,Positive
1.1961483587028132,4.612050707135207,2.803612437181701,Positive
-1.1016483072846253,3.5707120630964253,1.8858322382868282,Positive
-4.301904552857158,-1.2489313273561313,-4.003320635387467,Negative
-1.8153756384903366,-1.148039526192747,-1.6120949822305741,Negative
4.911588292542065,3.314930660010281,-0.9797091579764934,Positive
3.8865741768901856,4.673353531051617,3.831056928519704,Positive
-1.7696166383296505,3.484799105241754,0.36123774493907224,Positive
1.7967684042245535,-3.9317565175131213,-0.1728889253884267,Negative
-0.4223229755226079,-3.779912044033249,-2.2591078003504554,Negative
3.8941594593605746,4.064940667910665,1.5840889905316837,Positive
-4.0676197215465395,2.5981322732193672,-0.45034251498504774,Positive
2.9774112860755855,-2.5866270865834715,-1.1776833351322624,Negative
2.982051823361007,1.5795281255820677,0.12701147596845064,Positive
1.7333788034744044,3.3045664146117413,-0.44288157331235833,Positive
